length	gc
ENSG00000108100	324895	0.432
ENSG00000108106	6676	0.562
ENSG00000108107	6152	0.56
ENSG00000108175	247494	0.553
ENSG00000108176	41511	0.396
ENSG00000108179	7870	0.556
ENSG00000108187	50268	0.433
ENSG00000108219	68354	0.493
ENSG00000108231	40351	0.407
ENSG00000108239	133904	0.385
ENSG00000108256	38313	0.416
ENSG00000108262	16124	0.597
ENSG00000108264	70250	0.428
ENSG00000108270	107997	0.405
ENSG00000108272	9008	0.545
ENSG00000108278	12682	0.458
ENSG00000108292	24184	0.561
ENSG00000108294	11477	0.49
ENSG00000108296	24922	0.477
ENSG00000108298	4445	0.497
ENSG00000108306	149013	0.431
ENSG00000108309	10112	0.588
ENSG00000108312	16594	0.595
ENSG00000108344	17193	0.498
ENSG00000108349	31925	0.456
ENSG00000108352	17665	0.535
ENSG00000108370	90366	0.477
ENSG00000108379	56255	0.537
ENSG00000108381	25297	0.409
ENSG00000108384	41730	0.417
ENSG00000108387	20569	0.524
ENSG00000108389	28359	0.478
ENSG00000108395	124267	0.397
ENSG00000108406	42828	0.396
ENSG00000108423	33466	0.453
ENSG00000108424	33801	0.43
ENSG00000108433	104509	0.467
ENSG00000108439	7786	0.507
ENSG00000108443	57380	0.417
ENSG00000108448	38121	0.444
ENSG00000108465	11259	0.516
ENSG00000108468	31470	0.46
ENSG00000108469	40345	0.532
ENSG00000108474	109065	0.449
ENSG00000108479	7263	0.574
ENSG00000108506	62650	0.397
ENSG00000108509	19674	0.54
ENSG00000108510	122678	0.387
ENSG00000108511	9256	0.541
ENSG00000108515	6043	0.543
ENSG00000108518	3437	0.582
ENSG00000108523	4888	0.521
ENSG00000108528	3037	0.59
ENSG00000108551	1957	0.63
ENSG00000108557	129979	0.564
ENSG00000108559	33714	0.424
ENSG00000108561	6373	0.468
ENSG00000108578	43972	0.403
ENSG00000108582	90734	0.385
ENSG00000108587	49407	0.396
ENSG00000108588	28479	0.413
ENSG00000108590	8322	0.402
ENSG00000108591	20119	0.536
ENSG00000108592	8239	0.513
ENSG00000108599	73405	0.411
ENSG00000108604	10911	0.559
ENSG00000108639	4339	0.628
ENSG00000108641	40629	0.516
ENSG00000108651	38540	0.442
ENSG00000108654	8111	0.415
ENSG00000108666	13769	0.434
ENSG00000108669	108247	0.453
ENSG00000108671	38857	0.43
ENSG00000108679	8727	0.589
ENSG00000108688	2027	0.45
ENSG00000108691	1925	0.456
ENSG00000108700	2356	0.448
ENSG00000108733	3843	0.417
ENSG00000108771	11330	0.555
ENSG00000108773	8254	0.587
ENSG00000108774	30069	0.494
ENSG00000108784	8516	0.57
ENSG00000108785	NA	NA
ENSG00000108786	3249	0.618
ENSG00000108788	6144	0.53
ENSG00000108797	17380	0.547
ENSG00000108799	44779	0.454
ENSG00000108819	16777	0.594
ENSG00000108821	17544	0.585
ENSG00000108826	5335	0.471
ENSG00000108828	7838	0.55
ENSG00000108829	16321	0.472
ENSG00000108830	6801	0.538
ENSG00000108839	14672	0.489
ENSG00000108840	46894	0.557
ENSG00000108846	56846	0.519
ENSG00000108848	33147	0.401
ENSG00000108852	34342	0.523
ENSG00000108854	117652	0.395
ENSG00000108861	12880	0.509
ENSG00000108883	49339	0.462
ENSG00000108924	60106	0.433
ENSG00000108932	24239	0.441
ENSG00000108946	39537	0.42
ENSG00000108947	6174	0.581
ENSG00000108950	65839	0.446
ENSG00000108953	55723	0.448
ENSG00000108958	NA	NA
ENSG00000108960	29368	0.41
ENSG00000108961	1441	0.586
ENSG00000108963	13295	0.565
ENSG00000108984	127633	0.41
ENSG00000109016	65045	0.441
ENSG00000109046	19540	0.395
ENSG00000109062	20749	0.562
ENSG00000109063	28784	0.486
ENSG00000109065	5785	0.539
ENSG00000109066	63301	0.544
ENSG00000109072	976	0.602
ENSG00000109079	15884	0.518
ENSG00000109083	7165	0.478
ENSG00000109084	9591	0.445
ENSG00000109089	18166	0.538
ENSG00000109099	35549	0.455
ENSG00000109103	5922	0.574
ENSG00000109107	3819	0.555
ENSG00000109111	39948	0.479
ENSG00000109113	3988	0.582
ENSG00000109118	46238	0.461
ENSG00000109133	25688	0.353
ENSG00000109171	84603	0.378
ENSG00000109180	30775	0.376
ENSG00000109184	73728	0.4
ENSG00000109189	68376	0.414
ENSG00000109220	54858	0.367
ENSG00000109265	160530	0.417
ENSG00000109270	16209	0.351
ENSG00000109320	115974	0.379
ENSG00000109323	129509	0.393
ENSG00000109332	72900	0.386
ENSG00000109339	578988	0.373
ENSG00000109381	81781	0.382
ENSG00000109390	12635	0.435
ENSG00000109436	135536	0.412
ENSG00000109445	13802	0.349
ENSG00000109452	818423	0.364
ENSG00000109458	137736	0.386
ENSG00000109466	115539	0.381
ENSG00000109472	119386	0.383
ENSG00000109475	9918	0.415
ENSG00000109501	33416	0.57
ENSG00000109519	8021	0.479
ENSG00000109534	9228	0.394
ENSG00000109536	22386	0.359
ENSG00000109572	102667	0.368
ENSG00000109576	30000	0.379
ENSG00000109586	155215	0.39
ENSG00000109606	57097	0.372
ENSG00000109610	5383	0.545
ENSG00000109618	40578	0.363
ENSG00000109625	39272	0.58
ENSG00000109654	186205	0.42
ENSG00000109667	214025	0.457
ENSG00000109670	213984	0.353
ENSG00000109674	53102	0.373
ENSG00000109680	171373	0.364
ENSG00000109685	110812	0.472
ENSG00000109686	107750	0.401
ENSG00000109689	164691	0.364
ENSG00000109736	4299	0.676
ENSG00000109738	95966	0.352
ENSG00000109743	29224	0.433
ENSG00000109756	92304	0.359
ENSG00000109762	160056	0.411
ENSG00000109771	15121	0.407
ENSG00000109775	26446	0.384
ENSG00000109787	37340	0.419
ENSG00000109790	81403	0.37
ENSG00000109794	28603	0.464
ENSG00000109805	34052	0.355
ENSG00000109814	28844	0.412
ENSG00000109819	680751	0.402
ENSG00000109846	3124	0.461
ENSG00000109854	20099	0.425
ENSG00000109861	44182	0.386
ENSG00000109881	24735	0.366
ENSG00000109906	190967	0.474
ENSG00000109911	274033	0.358
ENSG00000109917	9464	0.449
ENSG00000109919	25349	0.435
ENSG00000109920	50925	0.434
ENSG00000109927	88141	0.442
ENSG00000109929	20732	0.383
ENSG00000109944	77195	0.405
ENSG00000109971	4987	0.472
ENSG00000110002	31508	0.393
ENSG00000110011	4001	0.582
ENSG00000110013	40515	0.428
ENSG00000110025	NA	NA
ENSG00000110031	51350	0.385
ENSG00000110042	37158	0.476
ENSG00000110046	22719	0.604
ENSG00000110047	26942	0.561
ENSG00000110048	41747	0.428
ENSG00000110057	13019	0.585
ENSG00000110060	9737	0.402
ENSG00000110063	41998	0.494
ENSG00000110066	57562	0.424
ENSG00000110074	9093	0.511
ENSG00000110075	154616	0.419
ENSG00000110080	85213	0.52
ENSG00000110090	87312	0.498
ENSG00000110092	13370	0.586
ENSG00000110104	9133	0.549
ENSG00000110107	16042	0.466
ENSG00000110108	9545	0.511
ENSG00000110169	9987	0.481
ENSG00000110171	25847	0.487
ENSG00000110172	22936	0.357
ENSG00000110200	6399	0.523
ENSG00000110203	4164	0.526
ENSG00000110218	53044	0.431
ENSG00000110237	60763	0.552
ENSG00000110274	91489	0.479
ENSG00000110315	29550	0.361
ENSG00000110318	86048	0.364
ENSG00000110321	11990	0.416
ENSG00000110328	351141	0.463
ENSG00000110330	31489	0.389
ENSG00000110344	39631	0.405
ENSG00000110367	43500	0.416
ENSG00000110395	101874	0.414
ENSG00000110400	90628	0.545
ENSG00000110422	100351	0.388
ENSG00000110427	131770	0.438
ENSG00000110429	33582	0.37
ENSG00000110435	79999	0.361
ENSG00000110436	168859	0.422
ENSG00000110442	17158	0.41
ENSG00000110446	14703	0.525
ENSG00000110455	18095	0.491
ENSG00000110492	3054	0.662
ENSG00000110497	197658	0.436
ENSG00000110514	60656	0.471
ENSG00000110536	8032	0.478
ENSG00000110583	18005	0.507
ENSG00000110619	56530	0.52
ENSG00000110628	25526	0.615
ENSG00000110651	20103	0.635
ENSG00000110660	68198	0.428
ENSG00000110693	772196	0.361
ENSG00000110696	19754	0.389
ENSG00000110697	13605	0.623
ENSG00000110700	3282	0.459
ENSG00000110711	8075	0.562
ENSG00000110713	122783	0.415
ENSG00000110717	6031	0.577
ENSG00000110719	11905	0.637
ENSG00000110721	68533	0.441
ENSG00000110723	88217	0.414
ENSG00000110756	43505	0.397
ENSG00000110768	44775	0.407
ENSG00000110799	175797	0.466
ENSG00000110801	29135	0.474
ENSG00000110811	11447	0.563
ENSG00000110841	171453	0.398
ENSG00000110844	21256	0.507
ENSG00000110851	28379	0.412
ENSG00000110852	17491	0.33
ENSG00000110871	25883	0.461
ENSG00000110876	11991	0.522
ENSG00000110880	86442	0.413
ENSG00000110881	25986	0.541
ENSG00000110888	44963	0.372
ENSG00000110900	70176	0.513
ENSG00000110906	28696	0.476
ENSG00000110911	48493	0.436
ENSG00000110917	14719	0.473
ENSG00000110921	23572	0.52
ENSG00000110925	22467	0.466
ENSG00000110931	60617	0.508
ENSG00000110944	1532	0.511
ENSG00000110955	7894	0.454
ENSG00000110958	24954	0.44
ENSG00000110987	40090	0.529
ENSG00000111011	22371	0.397
ENSG00000111052	140524	0.368
ENSG00000111057	4031	0.562
ENSG00000111058	177774	0.354
ENSG00000111077	17353	0.603
ENSG00000111087	12130	0.55
ENSG00000111110	290903	0.427
ENSG00000111142	41792	0.391
ENSG00000111144	42768	0.391
ENSG00000111145	73400	0.453
ENSG00000111186	72556	0.471
ENSG00000111196	9845	0.363
ENSG00000111199	50321	0.52
ENSG00000111203	17984	0.496
ENSG00000111206	19475	0.481
ENSG00000111215	3628	0.402
ENSG00000111224	64582	0.385
ENSG00000111229	15453	0.458
ENSG00000111231	16236	0.441
ENSG00000111237	10587	0.405
ENSG00000111247	21264	0.364
ENSG00000111252	45676	0.54
ENSG00000111254	33538	0.39
ENSG00000111261	20952	0.436
ENSG00000111266	89233	0.403
ENSG00000111269	33211	0.406
ENSG00000111271	71055	0.471
ENSG00000111275	43099	0.493
ENSG00000111276	5004	0.426
ENSG00000111300	82143	0.414
ENSG00000111305	20160	0.463
ENSG00000111321	16204	0.534
ENSG00000111325	5235	0.595
ENSG00000111328	11347	0.59
ENSG00000111331	34806	0.469
ENSG00000111335	33255	0.438
ENSG00000111341	4739	0.38
ENSG00000111348	19613	0.411
ENSG00000111358	28866	0.428
ENSG00000111361	12754	0.459
ENSG00000111364	18811	0.458
ENSG00000111371	86368	0.398
ENSG00000111412	22248	0.435
ENSG00000111424	63495	0.494
ENSG00000111445	15537	0.461
ENSG00000111450	49675	0.459
ENSG00000111452	187557	0.519
ENSG00000111481	26762	0.464
ENSG00000111490	95008	0.412
ENSG00000111530	45328	0.366
ENSG00000111540	22771	0.46
ENSG00000111554	37816	0.378
ENSG00000111581	55743	0.393
ENSG00000111596	112000	0.351
ENSG00000111602	33044	0.466
ENSG00000111605	34822	0.358
ENSG00000111615	14000	0.35
ENSG00000111639	1156	0.477
ENSG00000111640	3953	0.603
ENSG00000111641	11463	0.49
ENSG00000111642	37304	0.483
ENSG00000111647	105780	0.387
ENSG00000111652	7892	0.504
ENSG00000111653	12605	0.478
ENSG00000111664	7440	0.547
ENSG00000111665	6494	0.516
ENSG00000111666	32008	0.377
ENSG00000111667	14511	0.528
ENSG00000111669	3527	0.586
ENSG00000111670	85371	0.409
ENSG00000111671	2422	0.609
ENSG00000111674	9246	0.549
ENSG00000111676	20190	0.555
ENSG00000111678	3025	0.526
ENSG00000111684	40496	0.441
ENSG00000111696	68895	0.43
ENSG00000111707	41483	0.444
ENSG00000111711	16639	0.36
ENSG00000111716	22515	0.37
ENSG00000111725	13673	0.475
ENSG00000111726	19497	0.375
ENSG00000111727	42069	0.373
ENSG00000111728	141324	0.386
ENSG00000111731	95935	0.349
ENSG00000111737	21745	0.552
ENSG00000111752	26745	0.435
ENSG00000111775	2653	0.482
ENSG00000111785	114696	0.385
ENSG00000111786	8088	0.465
ENSG00000111788	NA	NA
ENSG00000111790	28277	0.36
ENSG00000111799	121582	0.368
ENSG00000111801	12944	0.441
ENSG00000111802	16911	0.387
ENSG00000111816	119229	0.368
ENSG00000111817	184107	0.383
ENSG00000111832	21854	0.362
ENSG00000111843	8215	0.475
ENSG00000111845	14783	0.408
ENSG00000111846	137146	0.435
ENSG00000111850	53123	0.4
ENSG00000111859	199051	0.431
ENSG00000111860	249304	0.382
ENSG00000111875	15095	0.393
ENSG00000111877	121716	0.391
ENSG00000111880	353360	0.366
ENSG00000111885	172566	0.376
ENSG00000111897	28460	0.359
ENSG00000111906	26787	0.41
ENSG00000111907	109766	0.39
ENSG00000111911	23529	0.382
ENSG00000111912	150870	0.39
ENSG00000111913	237886	0.417
ENSG00000111961	209456	0.43
ENSG00000111962	329856	0.414
ENSG00000111981	9704	0.518
ENSG00000112029	13083	0.386
ENSG00000112031	15526	0.378
ENSG00000112033	85634	0.495
ENSG00000112039	14744	0.504
ENSG00000112062	83560	0.399
ENSG00000112078	47772	0.424
ENSG00000112079	53579	0.415
ENSG00000112081	10155	0.401
ENSG00000112096	14205	0.426
ENSG00000112110	8440	0.436
ENSG00000112118	20868	0.432
ENSG00000112130	40767	0.437
ENSG00000112137	571039	0.412
ENSG00000112139	65483	0.52
ENSG00000112144	60503	0.409
ENSG00000112146	35875	0.382
ENSG00000112149	19662	0.452
ENSG00000112159	176212	0.415
ENSG00000112167	11026	0.416
ENSG00000112182	370381	0.405
ENSG00000112183	12291	0.406
ENSG00000112186	164288	0.423
ENSG00000112200	80291	0.365
ENSG00000112208	12909	0.405
ENSG00000112210	33520	0.38
ENSG00000112218	43356	0.363
ENSG00000112234	74249	0.369
ENSG00000112237	26428	0.351
ENSG00000112242	91809	0.427
ENSG00000112245	61839	0.394
ENSG00000112249	372617	0.341
ENSG00000112276	40351	0.406
ENSG00000112282	54274	0.362
ENSG00000112290	80186	0.366
ENSG00000112294	42239	0.43
ENSG00000112297	59030	0.403
ENSG00000112304	38033	0.414
ENSG00000112305	194238	0.377
ENSG00000112306	2996	0.422
ENSG00000112308	14314	0.384
ENSG00000112312	11167	0.368
ENSG00000112319	291523	0.37
ENSG00000112320	171197	0.416
ENSG00000112335	49748	0.412
ENSG00000112339	94520	0.356
ENSG00000112343	24641	0.409
ENSG00000112357	91371	0.384
ENSG00000112365	20722	0.438
ENSG00000112367	134211	0.389
ENSG00000112378	19019	0.395
ENSG00000112406	45698	0.418
ENSG00000112414	144348	0.357
ENSG00000112419	223006	0.393
ENSG00000112425	110683	0.38
ENSG00000112473	NA	NA
ENSG00000112511	NA	NA
ENSG00000112514	NA	NA
ENSG00000112531	163954	0.362
ENSG00000112541	334813	0.385
ENSG00000112561	52282	0.541
ENSG00000112576	113940	0.469
ENSG00000112578	11820	0.487
ENSG00000112584	98394	0.434
ENSG00000112592	18538	0.394
ENSG00000112619	26026	0.493
ENSG00000112624	86507	0.438
ENSG00000112640	27847	0.499
ENSG00000112651	5476	0.493
ENSG00000112655	85453	0.494
ENSG00000112658	10325	0.557
ENSG00000112659	42404	0.491
ENSG00000112667	3845	0.552
ENSG00000112679	59255	0.473
ENSG00000112685	208004	0.405
ENSG00000112695	6254	0.408
ENSG00000112697	31995	0.373
ENSG00000112699	621834	0.408
ENSG00000112701	116373	0.373
ENSG00000112706	151274	0.386
ENSG00000112715	16278	0.564
ENSG00000112739	43649	0.383
ENSG00000112742	37923	0.345
ENSG00000112759	14647	0.569
ENSG00000112763	18697	0.453
ENSG00000112769	146784	0.391
ENSG00000112773	6982	0.424
ENSG00000112787	94617	0.625
ENSG00000112796	10956	0.389
ENSG00000112837	76876	0.386
ENSG00000112851	154470	0.373
ENSG00000112852	2728	0.548
ENSG00000112855	7873	0.459
ENSG00000112874	13935	0.34
ENSG00000112877	41262	0.542
ENSG00000112893	178274	0.366
ENSG00000112902	511096	0.402
ENSG00000112936	73444	0.381
ENSG00000112941	42444	0.468
ENSG00000112964	298104	0.385
ENSG00000112972	26043	0.388
ENSG00000112977	82046	0.463
ENSG00000112981	24272	0.413
ENSG00000112983	38900	0.43
ENSG00000112984	8988	0.453
ENSG00000112992	102878	0.38
ENSG00000112996	6592	0.368
ENSG00000113013	20748	0.43
ENSG00000113048	100849	0.389
ENSG00000113068	58055	0.408
ENSG00000113070	13761	0.499
ENSG00000113083	15166	0.379
ENSG00000113108	6337	0.536
ENSG00000113119	5978	0.514
ENSG00000113140	25959	0.479
ENSG00000113141	14682	0.445
ENSG00000113161	25773	0.379
ENSG00000113163	140879	0.37
ENSG00000113194	61720	0.427
ENSG00000113205	3173	0.495
ENSG00000113209	2905	0.534
ENSG00000113211	3030	0.507
ENSG00000113212	3715	0.476
ENSG00000113231	217375	0.415
ENSG00000113240	27952	0.395
ENSG00000113248	2655	0.53
ENSG00000113269	116636	0.423
ENSG00000113272	8450	0.426
ENSG00000113273	209321	0.41
ENSG00000113282	73433	0.378
ENSG00000113296	47938	0.435
ENSG00000113300	83937	0.421
ENSG00000113312	56371	0.413
ENSG00000113318	222168	0.38
ENSG00000113319	269474	0.409
ENSG00000113328	10629	0.374
ENSG00000113356	39689	0.37
ENSG00000113360	131681	0.397
ENSG00000113361	135492	0.383
ENSG00000113368	60398	0.423
ENSG00000113369	14609	0.358
ENSG00000113384	49602	0.411
ENSG00000113387	18581	0.386
ENSG00000113389	81088	0.411
ENSG00000113391	493974	0.364
ENSG00000113407	27395	0.384
ENSG00000113441	93770	0.373
ENSG00000113448	1519060	0.373
ENSG00000113456	13018	0.407
ENSG00000113460	9968	0.376
ENSG00000113504	61684	0.62
ENSG00000113522	88603	0.387
ENSG00000113552	12387	0.465
ENSG00000113555	14098	0.506
ENSG00000113558	20643	0.41
ENSG00000113569	79257	0.418
ENSG00000113575	29803	0.405
ENSG00000113578	105893	0.449
ENSG00000113580	157582	0.378
ENSG00000113583	13209	0.398
ENSG00000113593	24314	0.365
ENSG00000113594	120443	0.39
ENSG00000113595	34681	0.369
ENSG00000113597	41397	0.368
ENSG00000113615	79127	0.423
ENSG00000113621	27864	0.461
ENSG00000113638	44395	0.387
ENSG00000113643	32847	0.394
ENSG00000113645	180244	0.465
ENSG00000113648	65507	0.47
ENSG00000113649	64197	0.364
ENSG00000113657	119249	0.414
ENSG00000113658	49887	0.37
ENSG00000113712	55659	0.395
ENSG00000113716	52538	0.433
ENSG00000113719	118466	0.509
ENSG00000113721	42021	0.543
ENSG00000113722	17778	0.538
ENSG00000113732	51138	0.442
ENSG00000113734	19946	0.459
ENSG00000113739	14781	0.509
ENSG00000113742	71983	0.373
ENSG00000113758	17081	0.593
ENSG00000113761	58494	0.464
ENSG00000113790	63475	0.39
ENSG00000113805	258622	0.369
ENSG00000113810	35312	0.361
ENSG00000113811	6764	0.404
ENSG00000113812	15136	0.421
ENSG00000113838	24477	0.407
ENSG00000113845	25758	0.385
ENSG00000113851	30085	0.375
ENSG00000113916	24349	0.477
ENSG00000113966	36359	0.342
ENSG00000113971	41851	0.368
ENSG00000114019	20070	0.549
ENSG00000114021	20917	0.438
ENSG00000114023	25939	0.388
ENSG00000114026	16726	0.505
ENSG00000114030	93039	0.383
ENSG00000114054	87571	0.418
ENSG00000114062	101780	0.361
ENSG00000114098	111114	0.393
ENSG00000114107	99943	0.395
ENSG00000114115	22396	0.48
ENSG00000114120	38124	0.355
ENSG00000114125	8595	0.396
ENSG00000114126	205117	0.399
ENSG00000114127	141405	0.37
ENSG00000114166	114373	0.402
ENSG00000114200	64562	0.323
ENSG00000114209	50957	0.358
ENSG00000114251	21928	0.472
ENSG00000114268	43446	0.517
ENSG00000114270	31088	0.601
ENSG00000114302	100053	0.434
ENSG00000114316	62960	0.472
ENSG00000114331	168353	0.382
ENSG00000114346	70790	0.35
ENSG00000114353	33063	0.574
ENSG00000114354	39678	0.364
ENSG00000114374	159609	0.368
ENSG00000114378	12493	0.533
ENSG00000114383	3328	0.561
ENSG00000114388	3568	0.574
ENSG00000114391	5630	0.423
ENSG00000114395	3200	0.547
ENSG00000114405	14610	0.359
ENSG00000114416	70306	0.372
ENSG00000114423	211158	0.354
ENSG00000114439	288394	0.37
ENSG00000114446	61759	0.353
ENSG00000114450	55496	0.392
ENSG00000114473	70941	0.439
ENSG00000114480	272101	0.353
ENSG00000114491	18907	0.428
ENSG00000114503	7192	0.44
ENSG00000114520	73571	0.401
ENSG00000114529	44670	0.424
ENSG00000114544	95192	0.46
ENSG00000114554	48799	0.618
ENSG00000114573	65040	0.382
ENSG00000114626	7989	0.604
ENSG00000114631	43652	0.487
ENSG00000114648	63977	0.449
ENSG00000114650	62262	0.479
ENSG00000114670	323616	0.387
ENSG00000114686	40816	0.36
ENSG00000114698	58843	0.358
ENSG00000114735	15839	0.552
ENSG00000114737	5378	0.57
ENSG00000114738	37436	0.535
ENSG00000114739	38844	0.473
ENSG00000114742	44649	0.399
ENSG00000114744	14030	0.379
ENSG00000114745	11040	0.55
ENSG00000114767	8516	0.551
ENSG00000114770	98004	0.447
ENSG00000114779	14900	0.551
ENSG00000114784	2743	0.417
ENSG00000114790	136825	0.39
ENSG00000114796	48894	0.39
ENSG00000114841	84179	0.552
ENSG00000114850	15045	0.387
ENSG00000114853	13897	0.613
ENSG00000114857	48087	0.375
ENSG00000114859	15467	0.555
ENSG00000114861	629276	0.411
ENSG00000114867	20864	0.528
ENSG00000114902	2341	0.496
ENSG00000114904	60170	0.428
ENSG00000114923	14411	0.606
ENSG00000114933	92462	0.408
ENSG00000114942	3336	0.452
ENSG00000114948	177487	0.382
ENSG00000114956	32136	0.428
ENSG00000114978	22785	0.419
ENSG00000114982	45225	0.443
ENSG00000114988	34147	0.45
ENSG00000114993	16073	0.534
ENSG00000114999	50480	0.428
ENSG00000115020	92485	0.371
ENSG00000115041	88754	0.537
ENSG00000115042	10432	0.486
ENSG00000115053	9747	0.433
ENSG00000115073	8160	0.586
ENSG00000115084	42471	0.363
ENSG00000115091	71619	0.367
ENSG00000115107	41844	0.517
ENSG00000115109	166094	0.385
ENSG00000115128	8861	0.432
ENSG00000115129	7783	0.496
ENSG00000115137	28459	0.407
ENSG00000115145	59192	0.391
ENSG00000115159	178283	0.379
ENSG00000115170	139417	0.403
ENSG00000115183	264025	0.434
ENSG00000115204	16188	0.503
ENSG00000115207	31186	0.464
ENSG00000115211	6106	0.505
ENSG00000115216	14468	0.486
ENSG00000115226	3377	0.58
ENSG00000115232	80850	0.361
ENSG00000115233	103443	0.354
ENSG00000115234	7038	0.531
ENSG00000115239	190054	0.392
ENSG00000115241	28485	0.455
ENSG00000115252	382811	0.366
ENSG00000115255	6760	0.608
ENSG00000115257	8984	0.623
ENSG00000115266	23096	0.635
ENSG00000115267	51630	0.358
ENSG00000115268	2130	0.627
ENSG00000115271	18566	0.335
ENSG00000115274	2938	0.531
ENSG00000115275	4354	0.579
ENSG00000115282	11492	0.509
ENSG00000115286	12063	0.596
ENSG00000115289	2652	0.553
ENSG00000115290	129038	0.372
ENSG00000115295	86109	0.384
ENSG00000115306	215130	0.428
ENSG00000115307	3200	0.553
ENSG00000115310	78408	0.368
ENSG00000115317	4152	0.546
ENSG00000115318	21117	0.495
ENSG00000115325	8532	0.584
ENSG00000115339	46857	0.371
ENSG00000115350	11085	0.389
ENSG00000115355	132080	0.364
ENSG00000115361	37500	0.364
ENSG00000115363	77405	0.418
ENSG00000115364	15426	0.379
ENSG00000115365	45527	0.381
ENSG00000115368	34106	0.37
ENSG00000115380	58202	0.38
ENSG00000115392	82138	0.348
ENSG00000115414	75613	0.394
ENSG00000115415	45215	0.421
ENSG00000115419	84724	0.351
ENSG00000115421	45857	0.396
ENSG00000115425	85511	0.424
ENSG00000115446	9936	0.428
